name,globalChannel_fastfood,globalChannel_other,rating,pc4,level_zip,dv
Die Kaiser,0,1,4.3,3078,890,OPERATIONAL
Tapas Tia Rosa,0,1,4.2,1017,7,OPERATIONAL
Grand Café Hermes,0,1,4.1,1043,27,OPERATIONAL
De Wankele Tafel,0,1,4.3,2514,647,OPERATIONAL
eten&zo,0,1,4.3,5865,2107,OPERATIONAL
Eeterij Bie Ons,0,1,4.4,4542,1537,OPERATIONAL
Japans Restaurant Tokyo,0,1,4.5,1211,115,OPERATIONAL
Restaurant de Stamboom,0,1,4.1,1747,356,OPERATIONAL
De Holle Bolle Boom,0,1,4.4,1747,356,OPERATIONAL
Eetcafé Kapadokya,0,1,3.3,3012,837,OPERATIONAL
No Limit,0,0,4.4,9671,3873,CLOSED_PERMANENTLY
Snack Punt,0,1,3.8,3271,995,OPERATIONAL
Cannibale Royale Lange Niezel,0,1,4.4,1012,2,OPERATIONAL
Kelder 65,0,0,4.4,8911,3480,OPERATIONAL
Croissanterie 't Stationneke,0,1,4.7,5061,1730,OPERATIONAL
V.o.f. Cafetaria De Draaibrug,0,0,4.5,4388,1466,CLOSED_PERMANENTLY
't Pontstation,0,1,4.4,1033,20,CLOSED_PERMANENTLY
Restaurant Nr7,0,1,4.6,1817,401,OPERATIONAL
Gasterij Puur,0,1,4.7,3131,915,OPERATIONAL
De Babbelaer,0,1,4.2,9501,3792,OPERATIONAL
De Prinsemarij,0,1,4.1,1251,130,CLOSED_PERMANENTLY
Eetcafé Wijmpje Beukers,0,1,4.7,1073,53,OPERATIONAL
Ice & More,0,1,4.3,6641,2426,OPERATIONAL
Grand Café Efes,0,1,4.0,8261,3134,OPERATIONAL
Shouf Shouf Mekla,0,1,4.6,2512,645,CLOSED_PERMANENTLY
King of India,0,1,4.0,6811,2483,OPERATIONAL
Cafetaria La Plaza,0,1,4.1,6671,2445,OPERATIONAL
Café 't Heukske,0,0,4.5,6111,2213,OPERATIONAL
Legends Zevenbergen Food and Drinks,0,1,4.1,4761,1621,CLOSED_PERMANENTLY
Obalade Suya Restaurant,0,1,4.3,1102,74,OPERATIONAL
Gasterij Rubens - Restaurant Kamperland,0,1,4.2,4493,1509,OPERATIONAL
Brasserij de Laer,0,1,4.6,2581,684,OPERATIONAL
De Eetalage,0,1,4.4,8232,3120,OPERATIONAL
Badeta Koffiebranders,0,0,4.7,1072,52,OPERATIONAL
Bar Biertje,0,0,4.1,7607,2820,OPERATIONAL
sister Margaux,0,0,4.5,3811,1208,OPERATIONAL
Snackbar Timmer,0,1,4.5,8267,3140,OPERATIONAL
local hangout,0,0,3.8,1052,33,CLOSED_PERMANENTLY
Café-Restaurant Stork,0,1,4.2,1021,10,OPERATIONAL
Zeilcentrum Grou Meet & Eat,0,0,4.4,9001,3506,OPERATIONAL
Coffee & Juices,0,0,4.4,1052,33,OPERATIONAL
Restaurant Antonio’s,0,1,4.0,1017,7,OPERATIONAL
Wijnbar Siem,0,1,4.2,1411,199,CLOSED_PERMANENTLY
Cafe 't Verschil,0,0,4.4,6034,2174,OPERATIONAL
Le Rendez Vous Catering & Party Services,0,1,4.263829223017799,1067,48,OPERATIONAL
Warung Kromo,0,1,4.1,2518,651,OPERATIONAL
Café Sjiek,0,1,4.3,3111,901,OPERATIONAL
Delicious on table,1,0,3.8,4817,1640,CLOSED_PERMANENTLY
Café Rest. De Weerribben,0,1,4.0,8377,3199,OPERATIONAL
"BARBER KOEN, CENTER",0,0,4.6,1811,395,OPERATIONAL
Osteria Nessun Dorma,0,1,4.4,1098,72,CLOSED_PERMANENTLY
Café Zaal 't Heike,0,0,4.4,5451,1926,OPERATIONAL
't Singelhuys,0,0,4.3,3811,1208,OPERATIONAL
The Breakfast Club,0,1,4.1,1091,65,OPERATIONAL
Restaurant Jerome,0,1,4.0,6301,2299,CLOSED_PERMANENTLY
Noon,0,0,4.3,1017,7,OPERATIONAL
Misty cafeteria,0,0,3.8,3911,1268,OPERATIONAL
Pietro's Pizzalijn,0,1,4.1,6101,2207,OPERATIONAL
Restaurant Croy 't Stokske,0,1,4.1,5066,1733,OPERATIONAL
Broodjeszaak Bodrum,0,1,4.5,7006,2572,OPERATIONAL
Blender Concept Store,0,0,4.0,1071,51,CLOSED_PERMANENTLY
Sushi 123 Eindhoven Veldhoven,0,1,4.4,5658,2015,OPERATIONAL
McDöner,0,1,4.4,7903,2973,OPERATIONAL
De Doornboom,0,0,4.2,5091,1742,OPERATIONAL
De Drie Graefjes,0,0,4.2,1012,2,OPERATIONAL
Jean-Paul Verse Patat,0,1,4.1,3224,965,OPERATIONAL
Bella Sicilia Rotterdam,0,1,4.9,3031,851,CLOSED_PERMANENTLY
Restaurant Wok Paradijs Jasmijn Garden,0,1,4.2,9403,3715,OPERATIONAL
Grand café Bij Welling Duiven,0,1,4.3,6921,2535,OPERATIONAL
WILD Bijzonder Vissen,0,1,4.3,7667,2849,OPERATIONAL
Wonder's Eten & Drinken Schagen,0,1,4.1,1741,352,OPERATIONAL
Café Neighbours,0,0,3.9,8601,3348,OPERATIONAL
De Kouts,0,0,3.0,6211,2251,CLOSED_PERMANENTLY
Bengs Snacks,0,1,4.6,1561,267,OPERATIONAL
Azie,0,1,3.8,8061,3059,OPERATIONAL
Papan,0,1,4.6,2583,686,OPERATIONAL
Bar Style,0,0,4.4,1781,379,OPERATIONAL
Wok Bolsward,0,1,4.5,8701,3385,OPERATIONAL
Grandcafe De Horizon,0,1,2.8,3045,864,OPERATIONAL
Bier- & Eetlokaal Antonius,0,0,4.5,3131,915,OPERATIONAL
Ribs en Dips,0,1,4.4,5254,1810,OPERATIONAL
Restaurant Partycentrum Noflik Easterein,0,1,4.5,8734,3397,OPERATIONAL
Restaurant Vrienden van Marktzicht,0,1,4.2,2132,503,CLOSED_PERMANENTLY
LuLu Restaurant & Lounge,0,1,3.8,2312,580,OPERATIONAL
't Ottertje,0,0,4.3,6595,2402,OPERATIONAL
El Primo,0,1,4.5,3521,1093,CLOSED_PERMANENTLY
Asian Spoon,0,1,4.3,6902,2524,OPERATIONAL
De Hoofdzaak Food & Drinks,0,1,4.4,7607,2820,CLOSED_PERMANENTLY
Bodon,0,1,4.7,1077,57,OPERATIONAL
Bagels & Beans,0,1,4.4,2311,579,OPERATIONAL
Restaurant Hof van Holland,0,1,4.3,4691,1587,OPERATIONAL
't Stadserf,0,1,4.3,3111,901,OPERATIONAL
Vincenzo's,0,1,4.5,2518,651,OPERATIONAL
Italiaans Restaurant Il Pomodoro,0,1,4.0,2271,562,OPERATIONAL
"De Jong DELI | bakkerij, winkel & restaurant",0,1,4.4,4847,1658,OPERATIONAL
Snackbar Wimke,0,1,4.6,5394,1891,OPERATIONAL
't Singeltje Old Dutch Pancake House,0,0,4.1,1017,7,OPERATIONAL
Lunchroom The Post,0,1,4.3,5501,1946,OPERATIONAL
Fish Plaza,0,1,4.6,5853,2099,OPERATIONAL
Chilly-V,0,1,4.7,1811,395,CLOSED_PERMANENTLY
Café Salsa Bar Club 25,0,0,4.4,1501,248,CLOSED_PERMANENTLY
Gasterij Dorpsgenot,0,1,4.3,5507,1952,OPERATIONAL
Paparazzi Bar & Terrazzo,0,1,3.5,2131,502,OPERATIONAL
Cafeteria Snack Corner Dalfsen,0,0,4.4,7721,2875,OPERATIONAL
Restaurant Schoonoord,0,1,4.2,6862,2512,OPERATIONAL
Rehoboth zalen centrum,0,1,3.9,6866,2514,OPERATIONAL
De Griek,0,1,4.3,1501,248,OPERATIONAL
Trattoria Pizzeria Palermo da Franco,0,0,4.6,3035,855,CLOSED_PERMANENTLY
L'oro di Napoli,0,1,4.5,2563,676,OPERATIONAL
Restaurant De Beren Zwijndrecht,0,1,4.0,3333,1020,CLOSED_TEMPORARILY
Pizza Express Valburg,0,1,3.7,6675,2449,CLOSED_PERMANENTLY
Complimenti per Voi,0,1,4.3,2011,464,OPERATIONAL
Café De Looier,0,0,4.4,5611,1982,OPERATIONAL
The Fat Mermaid,0,1,4.3,2586,689,OPERATIONAL
Mio Cocktail En Lounge,0,0,3.8,3071,883,OPERATIONAL
Restaurant de Hildenberg,0,1,4.2,8426,3236,OPERATIONAL
Eetcafe Milano,0,1,3.7,7555,2790,CLOSED_PERMANENTLY
VLEESCHMEESTER Rotterdam Hillegersberg,0,1,4.3,3055,871,OPERATIONAL
De Resident,0,1,4.5,2514,647,OPERATIONAL
dapp bio food,0,1,4.6,3512,1089,OPERATIONAL
Indonesisch Restaurant Katak Mas,0,1,4.5,3066,879,OPERATIONAL
Cafetaria De Oude Halt Anytyme,0,1,4.5,2041,483,OPERATIONAL
Sampurna,0,1,4.2,1017,7,OPERATIONAL
N'fes Baklava & Cafe,0,0,4.6,5402,1897,OPERATIONAL
Eetcafé Zomerhof,0,1,4.1,5556,1972,OPERATIONAL
Burritos Anonymous,0,1,4.5,1018,8,OPERATIONAL
Café Maurickzicht,0,0,4.2,5261,1815,OPERATIONAL
Restaurant 't Jagthuijs,0,1,4.5,4851,1660,OPERATIONAL
'T HOEKJE,0,1,4.4,1381,183,OPERATIONAL
Partycentrum De Bond,0,0,4.0,5431,1912,OPERATIONAL
Il Delfino Blu,0,1,3.4,1069,50,OPERATIONAL
Huiskamerrestaurant Lapidaire,0,1,5.0,2728,752,CLOSED_PERMANENTLY
Jay's biercafe Tilburg,0,0,5.0,5038,1714,CLOSED_PERMANENTLY
Italiaanse IJssalon San Marco sinds 1982,0,1,4.4,2582,685,OPERATIONAL
Grand Café 'De Markt',0,1,4.0,6901,2523,OPERATIONAL
D Snacks,0,1,4.2,2584,687,CLOSED_PERMANENTLY
Indonesisch Restaurant Toko Frederik | Lunch | Diner | Catering | Buffet | Take-Away,0,1,4.4,2514,647,OPERATIONAL
De Koperen Snor,0,1,4.3,3371,1040,CLOSED_PERMANENTLY
Bier– & Eetcafé Den Hoek,0,1,4.3,4882,1677,OPERATIONAL
HOOGHUYS,0,1,4.7,5611,1982,OPERATIONAL
Diner Café Soestdijk,0,1,4.3,9712,3896,OPERATIONAL
De Burgerfabriek,0,1,4.2,1012,2,OPERATIONAL
Ah-Sin Chinees Surinaams eethuis,0,1,3.6,1057,38,OPERATIONAL
Het Wapen van Liempde,0,0,4.3,5298,1832,OPERATIONAL
Freaky Piano Bar,0,0,4.0,6811,2483,OPERATIONAL
Bij An&Ien Lunch&Kado,0,0,4.6,7731,2877,CLOSED_PERMANENTLY
Pauzini,0,1,3.9,3431,1057,CLOSED_PERMANENTLY
Molen de Ster,0,1,4.4,3531,1101,OPERATIONAL
Wanaka Cafetaria & Catering,0,1,4.3,1834,412,OPERATIONAL
Tafel Thuis - Dé Zeeuwse Keuken,1,0,4.4,4338,1443,OPERATIONAL
't Wapen van Beers,0,1,4.3,5437,1917,OPERATIONAL
Renato's Osteria,0,1,4.3,1073,53,OPERATIONAL
Café 't Haantje,0,0,4.4,6521,2362,OPERATIONAL
Café Restaurant Blik,0,1,3.5,3024,845,CLOSED_PERMANENTLY
Biercafé Onze Buren,0,0,4.263829223017799,4921,1691,OPERATIONAL
Kwalitaria Menistenplein,0,1,4.3,9501,3792,OPERATIONAL
Nacarat,0,1,4.0,1012,2,CLOSED_PERMANENTLY
Subway Groningen,0,1,4.2,9711,3895,OPERATIONAL
Big Snack de Timor,0,1,4.1,2315,583,OPERATIONAL
Sien Feng,0,1,2.8,3031,851,OPERATIONAL
Broodje Daan,0,1,4.7,1056,37,OPERATIONAL
Schnitzels by Ed,0,1,4.7,5051,1724,CLOSED_PERMANENTLY
Dreupelkot De Waker,0,0,4.4,3142,924,OPERATIONAL
Amada Coffee,0,0,4.4,3011,836,OPERATIONAL
Pizzeria Restaurant Sapori La Fiera,0,0,4.3,9471,3770,OPERATIONAL
Firma Café-Restaurant d'Oale Delle/De Anerhof,0,1,4.3,7784,2907,CLOSED_PERMANENTLY
De Palatijn,0,0,4.2,6814,2486,OPERATIONAL
Bodegón La Cabaña Tilburg,0,1,4.3,5037,1713,OPERATIONAL
Mr. Poli - Italian Street Food,0,1,4.5,1052,33,CLOSED_PERMANENTLY
Lunchroom Sapp,0,1,5.0,1012,2,OPERATIONAL
Restaurant Spiezz,0,1,4.3,8911,3480,OPERATIONAL
Cafe de Passerel,0,0,4.2,6224,2263,OPERATIONAL
Meram West,0,1,3.6,1063,44,OPERATIONAL
Trattoria Buoni Amici,0,1,4.6,2132,503,OPERATIONAL
"De Borenburg, Eerlijk & Lekker",0,1,4.2,6367,2316,OPERATIONAL
Broodjeszaak Bufkes Heerlen - Corio,0,1,4.2,6411,2322,OPERATIONAL
Meziz Marina,0,1,3.8,3071,883,OPERATIONAL
MaMa Kelly Amsterdam,0,1,3.7,1076,56,OPERATIONAL
Santinis Tea & Bite,0,0,4.8,3131,915,CLOSED_PERMANENTLY
Snackbar Van Westerop,0,0,4.5,2201,530,OPERATIONAL
Eetcafé Hart van Tholen,0,1,4.3,4691,1587,OPERATIONAL
Tropical Brasil restaurant bar,0,1,3.6,1053,34,CLOSED_PERMANENTLY
Ristorante Pizzeria Gelateria Rossetti,0,0,4.4,4001,1299,OPERATIONAL
Bakker Bart,0,0,4.1,5911,2111,OPERATIONAL
PIZZERIA LA COPITA AKKRUM,0,0,3.9,8491,3291,OPERATIONAL
Shell,0,1,3.9,1333,162,OPERATIONAL
Meneer Klaver,0,1,3.9,5251,1807,OPERATIONAL
Restaurant Tasty Italy,0,1,3.9,5141,1764,OPERATIONAL
Pancake Restaurant Heesch,0,1,4.4,5384,1886,OPERATIONAL
Tante Til,0,0,4.5,9811,3952,OPERATIONAL
Weduwe Harinxma,0,1,4.6,8621,3364,OPERATIONAL
Wok Fong Shou,0,1,3.9,6644,2428,CLOSED_PERMANENTLY
Vascobelo V-bar Den Haag,0,1,4.2,2514,647,OPERATIONAL
Tuk Tuk Thai,0,1,3.8,1016,6,OPERATIONAL
Café Hilander,0,0,4.5,3137,921,OPERATIONAL
L'Italiano,0,1,4.2,6662,2439,OPERATIONAL
Mevlana restaurant & pizzeria,0,0,2.9,2572,681,OPERATIONAL
Beatrijs Decorations,0,0,4.2,3781,1202,CLOSED_PERMANENTLY
Big Snack 't Eiland,0,1,4.1,1702,330,OPERATIONAL
Travelicious Reiscafe,0,0,4.8,4761,1621,CLOSED_PERMANENTLY
Toko Rientje,0,1,4.1,2547,667,OPERATIONAL
Italica Ristobar,0,1,4.5,1811,395,CLOSED_PERMANENTLY
Eetcafé Jeruzalem,0,1,3.9,7521,2767,OPERATIONAL
Ristorante Pizzeria Buon Appetito Texel,0,0,4.2,1791,388,OPERATIONAL
Tajine B.V.,0,1,4.3,9712,3896,CLOSED_PERMANENTLY
Fp koffie & thee,0,0,3.8,8232,3120,CLOSED_PERMANENTLY
De Bokkeryder,0,0,4.085146853146845,6462,2350,CLOSED_PERMANENTLY
Eetcafé Rotterdam,0,1,4.3,3131,915,OPERATIONAL
Wienkontor Bk7,0,0,4.3,6211,2251,OPERATIONAL
Marcus Antonius Eten en Drinken,0,1,4.4,6658,2436,OPERATIONAL
Bakker Bart,0,0,4.2,6901,2523,OPERATIONAL
Armin's grill,0,1,4.3,6373,2320,OPERATIONAL
Herberg De Taamvenhoeve,0,1,4.3,5556,1972,CLOSED_PERMANENTLY
Big Jake Dinner House,0,1,3.3,7776,2900,OPERATIONAL
Inter Scaldes,0,1,4.8,4416,1473,OPERATIONAL
Sinar Djaya,0,1,4.7,1214,118,OPERATIONAL
Partycentrum Le Montagnard,0,1,3.4,6367,2316,OPERATIONAL
Grieks Restaurant Santorini,0,1,4.4,5142,1765,OPERATIONAL
Ben Lagerhuis,0,1,4.4,8471,3274,OPERATIONAL
Grand Café The Reverend,0,0,4.5,7571,2797,OPERATIONAL
CoffeeConcepts | Hi-Tec,0,1,5.0,1054,35,CLOSED_PERMANENTLY
Snackbar Ludeva,0,1,4.4,4206,1380,OPERATIONAL
Gyrosland Spijkenisse,0,1,4.2,3205,952,CLOSED_PERMANENTLY
Mexicaans restaurant Muy Amigos,0,1,4.4,2691,733,CLOSED_PERMANENTLY
Proeflokaal Bregje Ridderkerk,0,1,4.1,2981,822,OPERATIONAL
Anna's Lunchroom,0,1,4.5,3511,1088,CLOSED_PERMANENTLY
Cafetaria Emmermeer,0,1,4.5,7815,2924,OPERATIONAL
Som Tam Thai,0,1,4.3,1015,5,OPERATIONAL
De Stadsplantage,0,1,4.7,2628,709,OPERATIONAL
Bairro Alto,0,1,4.7,6511,2359,OPERATIONAL
Stationsrestauratie De Koffiebus,0,1,4.7,9203,3623,OPERATIONAL
Het Oude Stadhuis Montfoort,0,1,4.4,3417,1054,OPERATIONAL
Restaurant DEKX,0,1,4.4,4484,1505,CLOSED_PERMANENTLY
Jan&Jan,0,1,4.3,6942,2542,OPERATIONAL
Alexios Party Catering B.V.,0,1,4.085146853146845,3417,1054,CLOSED_PERMANENTLY
Remon Catering V.O.F.,0,1,4.263829223017799,5213,1784,OPERATIONAL
Snackbar Double Dutch,0,1,4.0,1053,34,OPERATIONAL
Asya Restaurant,0,1,4.3,3551,1111,OPERATIONAL
Bakkerij Mario,0,1,4.6,3511,1088,OPERATIONAL
De Belhamel,0,1,4.5,1013,3,OPERATIONAL
Eetcafé Bij Oma,0,1,4.1,6811,2483,CLOSED_PERMANENTLY
Hokkai Kitchen,0,1,4.7,1976,459,OPERATIONAL
Tewosu,0,1,3.5,3552,1112,OPERATIONAL
Café 't Lommertje,0,0,4.3,1055,36,OPERATIONAL
Plaza De Meerpaal,0,1,4.2,7333,2692,OPERATIONAL
Café de Bestemming,0,0,4.3,7571,2797,CLOSED_TEMPORARILY
Restaurant De Vier Jaargetijden,0,1,4.1,8261,3134,OPERATIONAL
Geraats,0,1,4.2,6096,2204,OPERATIONAL
Kiosk Nijkerk,0,1,2.8,3862,1244,OPERATIONAL
Champañeria Los Amigos Utrecht,0,1,4.5,3512,1089,OPERATIONAL
Chinees-Indisch Restaurant \'De Roos\',0,1,4.5,6535,2371,OPERATIONAL
Restaurant Herberg Nuwenspete,0,1,4.3,8072,3063,OPERATIONAL
Abma / S,0,1,4.7,8539,3326,OPERATIONAL
Tussen Harrie & Toon,0,1,4.1,5846,2097,CLOSED_PERMANENTLY
Wzzrd Gamecafé,0,0,5.0,7521,2767,CLOSED_PERMANENTLY
't Zusje Bergen op Zoom,0,1,4.5,4611,1562,OPERATIONAL
Cafe Klasen,0,0,4.4,1078,58,OPERATIONAL
Tante Lotje,0,1,3.9,5492,1945,OPERATIONAL
Café/Zalencentrum De Hangar,0,0,4.1,5658,2015,OPERATIONAL
Restaurant Paviljoen De Duinrand,0,1,4.3,3233,970,OPERATIONAL
Grand Café La Porte,0,0,4.3,6216,2256,OPERATIONAL
Café Zaal Lavrijssen,0,0,4.2,5554,1970,CLOSED_PERMANENTLY
Plan B,0,0,4.5,1054,35,OPERATIONAL
Nonna's,0,1,4.3,3941,1275,OPERATIONAL
cafeteria Koeberg,0,0,4.4,5431,1912,OPERATIONAL
Plaza Snackbar & Cafetaria Heerhugowaard,0,1,3.9,1705,333,OPERATIONAL
NEXT Leiden,0,0,3.5,2311,579,OPERATIONAL
Lunchroom Cafe St. Paul's,0,1,3.8,1012,2,OPERATIONAL
Eetcafé De Waal,0,1,4.3,3131,915,OPERATIONAL
cafeteria Coret,0,0,4.4,2727,751,OPERATIONAL
Mamoura Plaza,0,1,4.3,7161,2635,OPERATIONAL
Little Italy Delft,0,1,3.4,2611,698,CLOSED_PERMANENTLY
Toko Atina,0,1,3.9,8243,3125,CLOSED_PERMANENTLY
Hague Wish,0,0,4.1,2521,652,OPERATIONAL
Restaurant Noordwest,0,1,4.2,1015,5,CLOSED_PERMANENTLY
Café Tempelaars,0,0,3.0,1211,115,CLOSED_PERMANENTLY
Café Zaal Hogenkamp,0,0,4.4,7131,2623,OPERATIONAL
Zhoushi & More,0,1,4.3,2411,623,OPERATIONAL
Café De Heul,0,0,4.3,2401,614,OPERATIONAL
NATUURLIJK | restaurant / midgetgolf / appartementen,0,1,4.3,1931,432,OPERATIONAL
Restaurant \'De Pepermolen\' B.V.,0,1,4.3,1121,90,OPERATIONAL
"Café-Restaurant, Kegelhuis, Winkelman",0,1,4.3,7481,2756,OPERATIONAL
Escape Room Fort de Hel,0,0,4.1,4797,1633,OPERATIONAL
Sandwichshop Ten Have V.O.F.,0,1,3.3,1012,2,OPERATIONAL
Shell,0,1,3.6,9752,3928,OPERATIONAL
Irish Pub St. James's Gate,0,1,4.1,1017,7,OPERATIONAL
bosporus bv.,0,1,3.7,5216,1786,OPERATIONAL
Restaurant d'Ald Wal,0,1,3.9,8621,3364,OPERATIONAL
Het Station Enkhuizen,0,1,4.3,1601,271,OPERATIONAL
Kattenkop Café,0,0,4.6,2611,698,CLOSED_PERMANENTLY
Baran,0,1,4.4,2719,744,OPERATIONAL
IJssalon Dondo,0,1,4.4,8261,3134,OPERATIONAL
The Park -Inspired by Erik van Loo-,0,1,4.4,3015,840,CLOSED_PERMANENTLY
Café Restaurant 'De Ooievaar',0,1,4.4,1749,357,OPERATIONAL
Gavius,0,1,4.3,6828,2496,OPERATIONAL
Opporto Scheveningen,0,1,3.9,2587,690,CLOSED_PERMANENTLY
Restaurant De 3 Gebroeders,0,1,4.3,5674,2026,OPERATIONAL
Cafeteria \'Marcel\',0,0,4.6,7551,2786,OPERATIONAL
Kempersnack,0,1,4.5,6132,2226,OPERATIONAL
't Stölpke,0,1,4.1,5921,2117,OPERATIONAL
Bram Ladage Schiedam,0,1,4.0,3111,901,OPERATIONAL
Partyschip Erasmus,0,1,4.0,3071,883,OPERATIONAL
BRASILBINKIE,0,1,4.0,3012,837,OPERATIONAL
Cafetaria \'de Ruif\',0,1,4.5,3947,1277,OPERATIONAL
Partycentrum Ensink,0,0,4.3,7595,2811,OPERATIONAL
De Wok Van Walcheren,0,1,4.0,4371,1456,CLOSED_TEMPORARILY
Cafetaria 't Geveltje,0,1,4.7,2959,810,OPERATIONAL
De Brooderie,0,1,4.5,6041,2178,CLOSED_PERMANENTLY
't Friethuys,0,1,4.6,1811,395,OPERATIONAL
Het Broertje,0,1,3.8,6561,2382,CLOSED_PERMANENTLY
Brouwerij Troost De Pijp,0,1,4.3,1072,52,OPERATIONAL
De Pier,0,0,4.3,8493,3292,OPERATIONAL
Golfbaan Het Rijk van Margraten,0,1,4.3,6267,2282,OPERATIONAL
"Bergwerff, Veelzijdig in vlees! | Barendrecht",0,0,5.0,2991,831,OPERATIONAL
Nieuw Vosseven,0,1,4.3,6039,2177,OPERATIONAL
Restaurant Olijfje,0,1,4.5,1011,1,OPERATIONAL
Ich & Dich,0,1,4.3,6131,2225,OPERATIONAL
Meneer Kebab,0,1,4.5,1031,18,OPERATIONAL
Biljartvereniging D'n Uutkiek,0,0,4.5,6986,2558,OPERATIONAL
De Goede Burger,0,1,4.2,1063,44,CLOSED_PERMANENTLY
SVS Inburgering Den Haag,0,1,5.0,2514,647,CLOSED_PERMANENTLY
Cafetaria-Eethuis Kom us aan,0,0,4.1,6021,2166,OPERATIONAL
De 3Sprong,0,1,4.2,6369,2317,OPERATIONAL
't Gildehof,0,0,4.1,6981,2554,OPERATIONAL
Albeda - locatie Fazantenlaan & schoolrestaurant Liaison,0,1,3.3,3222,963,OPERATIONAL
Eetwinkel NICO,0,1,4.5,2312,580,CLOSED_PERMANENTLY
Vis- en Snackrestaurant Moritz,0,1,4.2,1755,362,OPERATIONAL
Wereld restaurant Forest,0,1,4.3,7044,2586,OPERATIONAL
Restaurant Bij Goes,0,1,4.3,3454,1078,OPERATIONAL
Maks & Figo,0,0,5.0,2981,822,CLOSED_PERMANENTLY
Surifood,0,1,4.0,3083,894,OPERATIONAL
Wijkcentrum the Doorkijk,0,0,4.5,6651,2430,OPERATIONAL
Chinees Indisch Restaurant \'Jinguang\',0,1,2.7,9104,3571,CLOSED_PERMANENTLY
Kippie Papendrecht,0,1,4.3,3353,1030,OPERATIONAL
Jipp's Pub,0,0,4.3,7731,2877,OPERATIONAL
De Mallemolen,0,0,4.5,7021,2577,CLOSED_PERMANENTLY
Suwa,0,1,4.0,7811,2920,OPERATIONAL
wijnzolder De Burg,0,1,4.263829223017799,1723,343,OPERATIONAL
Partycentrum Drost,0,1,3.4,7586,2807,CLOSED_PERMANENTLY
SkyLounge Amsterdam,0,1,4.4,1011,1,OPERATIONAL
Grieks Restaurant Meteora,0,1,4.5,1511,257,OPERATIONAL
Fieten Evenementencatering en verhuur,0,1,5.0,7913,2983,OPERATIONAL
St. Moestuin Utrecht,0,1,4.3,3585,1129,OPERATIONAL
HAPS ontbijt-winkel,0,1,4.9,1541,263,CLOSED_PERMANENTLY
Tensai ramen,0,1,4.6,3011,836,OPERATIONAL
Café \'Bloemfontein\',0,0,4.5,3072,884,CLOSED_PERMANENTLY
Grieks Restaurant Dionysos BV,0,1,4.4,6511,2359,OPERATIONAL
Maxi,0,1,4.085146853146845,1034,21,CLOSED_PERMANENTLY
Restaurant Jacob,0,1,4.5,2311,579,CLOSED_PERMANENTLY
\'Frederikshaven\' C.V.,0,1,4.4,7975,3024,OPERATIONAL
Jade,0,1,4.1,1421,201,OPERATIONAL
Café Frowijn,0,0,4.4,6524,2365,OPERATIONAL
Restaurant Duinhoek,0,1,4.1,3221,962,CLOSED_TEMPORARILY
Kasteelpoort,0,1,4.5,5701,2037,OPERATIONAL
Gasterij Spiezz,0,1,4.1,7783,2906,OPERATIONAL
Huis van Iemand Anders,0,1,4.4,1073,53,OPERATIONAL
't Klavertje,0,1,3.9,3362,1035,OPERATIONAL
Office Centre Barendrecht,0,0,4.5,2991,831,OPERATIONAL
Café Gelderingen,0,0,4.5,8341,3180,OPERATIONAL
Yip Soon,0,1,4.1,3137,921,OPERATIONAL
Café Bar De Comm,0,0,4.5,6562,2383,OPERATIONAL
Partycentrum Het Boegbeeld,0,1,3.8,3024,845,OPERATIONAL
PRESSROOM Amsterdam,0,1,4.3,1012,2,OPERATIONAL
Café-Bar 't Bremmetje,0,0,4.3,2101,492,OPERATIONAL
Harvey • Kitchen & Bar,0,1,4.3,6214,2254,OPERATIONAL
Lounge 8 Roosendaal,0,1,4.0,4701,1594,OPERATIONAL
V.O.F. Happy Smile Family Restaurant,0,1,4.085146853146845,7811,2920,CLOSED_PERMANENTLY
Restaria De Hoek,0,1,4.1,5611,1982,OPERATIONAL
Proeflokaal Kade 87,0,1,4.1,3063,876,CLOSED_PERMANENTLY
Café De Lorresnor,0,0,4.4,2282,568,OPERATIONAL
Chinees-Indisch Restaurant Lotus,0,1,3.9,6533,2369,OPERATIONAL
Eetcafé Hof van Holland,0,1,3.9,2761,761,CLOSED_PERMANENTLY
Krijn,0,1,3.9,1087,64,CLOSED_PERMANENTLY
Junn's Coffee,0,0,4.5,6181,2248,OPERATIONAL
Snackbar Jansen,0,0,4.2,6851,2509,CLOSED_PERMANENTLY
Bottega dei Sapori Italiani,0,1,3.8,1022,11,OPERATIONAL
Kwalitaria de Tamboerijn,0,1,4.3,3766,1193,OPERATIONAL
De Vleesch lobby,0,1,4.4,2514,647,CLOSED_PERMANENTLY
Ningyo Cuisine,0,1,4.1,3078,890,OPERATIONAL
Restaurant De Lijster,0,1,4.085146853146845,6161,2238,CLOSED_PERMANENTLY
Restaurant Buiten,0,1,3.9,1755,362,OPERATIONAL
Woodpecker Cafeteria,0,0,4.4,4854,1661,OPERATIONAL
Café Berger B.V.,0,0,4.1,2511,644,OPERATIONAL
Restaurant Zout&Citroen - Oosterhout,0,1,4.2,4902,1682,OPERATIONAL
Hei Xian,0,1,4.4,3027,848,OPERATIONAL
Lunchroom Plein 1953,0,1,3.8,3086,897,CLOSED_PERMANENTLY
Bar De Kelder,0,0,4.1,7571,2797,OPERATIONAL
Semazen Restaurant,0,1,4.5,3119,909,OPERATIONAL
